field_component,derivative_x,region_name,s_start,s_end,idx_start,idx_end,param_index,param_name,param_symbol,param_value,to_fit
Bs,0,Poly_048,0.001443,0.0014730000000000001,481,491,3,bs_3,bs_3,-253595.29326653757,True
Bs,0,Poly_048,0.001443,0.0014730000000000001,481,491,4,bs_4,bs_4,43495318.69362151,True
Bs,0,Poly_049,0.0014730000000000001,0.001503,491,501,0,bs_0,bs_0,0.00024927064552557104,True
Bs,0,Poly_049,0.0014730000000000001,0.001503,491,501,1,bs_1,bs_1,-0.5723695162873383,True
Bs,0,Poly_049,0.0014730000000000001,0.001503,491,501,2,bs_2,bs_2,582.8277222971794,True
Bs,0,Poly_049,0.0014730000000000001,0.001503,491,501,3,bs_3,bs_3,-260848.77710762867,True
Bs,0,Poly_049,0.0014730000000000001,0.001503,491,501,4,bs_4,bs_4,43837165.22926929,True
Bs,0,Poly_050,0.001503,0.0015329999999999999,501,511,0,bs_0,bs_0,0.0002690839642229268,True
Bs,0,Poly_050,0.001503,0.0015329999999999999,501,511,1,bs_1,bs_1,-0.61316545317426,True
Bs,0,Poly_050,0.001503,0.0015329999999999999,501,511,2,bs_2,bs_2,611.6325168799185,True
Bs,0,Poly_050,0.001503,0.0015329999999999999,501,511,3,bs_3,bs_3,-268342.97401804564,True
Bs,0,Poly_050,0.001503,0.0015329999999999999,501,511,4,bs_4,bs_4,44205108.64505966,True
Bs,0,Poly_051,0.0015329999999999999,0.001563,511,521,0,bs_0,bs_0,0.00029043689291530163,True
Bs,0,Poly_051,0.0015329999999999999,0.001563,511,521,1,bs_1,bs_1,-0.6563589016101001,True
Bs,0,Poly_051,0.0015329999999999999,0.001563,511,521,2,bs_2,bs_2,641.644392323286,True
Bs,0,Poly_051,0.0015329999999999999,0.001563,511,521,3,bs_3,bs_3,-276066.71090087516,True
Bs,0,Poly_051,0.0015329999999999999,0.001563,511,521,4,bs_4,bs_4,44595889.641869135,True
Bs,0,Poly_052,0.001563,0.001593,521,531,0,bs_0,bs_0,0.00031313557028354416,True
